timestamp,title,price,original_price,shipping,item_url,discount_percentage
2025-03-21 22:50:24,Microsoft Xbox Series S,299.0,299.0,Shipping info unavailable,https://www.ebay.com/itm/266190900217?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449,0.0
2025-03-21 22:50:24,Apple iPhone 15 Pro 256gb ( Unlocked) US E-Sim Version. Excellent,674.99,674.99,Shipping info unavailable,https://www.ebay.com/itm/166613095133?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449,0.0
2025-03-21 22:50:24,Google Pixel 8 Pro 128GB Factory Unlocked - Excellent,434.99,434.99,Shipping info unavailable,https://www.ebay.com/itm/226348022590?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449,0.0
2025-03-21 22:50:25,"Apple Macbook Air MLY33LL/A 2022 M2 - Magsafe 3 - 13.6"" 8GB/256GB SSD Excellent",650.0,650.0,Shipping info unavailable,https://www.ebay.com/itm/166206685749?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449,0.0
2025-03-21 22:50:31,Samsung Galaxy S21 5G SM-G991U 128GB 256GB Unlocked Very Good Refurbished,159.95,159.95,Shipping info unavailable,https://www.ebay.com/itm/185698601733?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449,0.0
2025-03-21 22:50:31,NEW UNLOCKED SAMSUNG GALAXY S20+ PLUS 5G SM-G986U 128GB BLACK GRAY GSM+CDMA,207.77,207.77,Shipping info unavailable,https://www.ebay.com/itm/194520534603?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449,0.0
2025-03-21 22:50:31,"HGST Ultrastar HUH728080ALE604 (0F23668) 8TB 7200RPM SATA 6Gb/s 3.5"" Hard Drive",98.99,98.99,Shipping info unavailable,https://www.ebay.com/itm/155888794968?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449,0.0
2025-03-21 22:50:31,REDTIGER 4K Dash Cam Front and Rear Dual Dash Camera WIFI&GPS With 32GB SD Card,69.99,129.99,Shipping info unavailable,https://www.ebay.com/itm/285048811560?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449,46.16
2025-03-21 22:50:32,REDTIGER 4K Dual Dash Camera Front and Rear Dash Cam WIFI&GPS With 32GB SD Card,69.99,129.99,Shipping info unavailable,https://www.ebay.com/itm/285048811662?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449,46.16
2025-03-21 22:50:32,"Seagate EXOS X16 ST14000NM005G 14TB 256MB 7200rpm 3.5"" SATA 6Gb/s Enterprise HDD",147.99,147.99,Shipping info unavailable,https://www.ebay.com/itm/176825170520?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449,0.0
2025-03-21 22:50:32,Samsung Galaxy Watch5 Pro 45mm R925N GPS + Cellular - Good,69.99,69.99,Shipping info unavailable,https://www.ebay.com/itm/256382762964?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449,0.0
2025-03-21 22:50:32,TOSHIBA 1TB 5400RPM SATA 3.0Gb/s 2.5in Internal Laptop Hard Drive MQ01ABD100V,29.99,29.99,Shipping info unavailable,https://www.ebay.com/itm/116129501463?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449,0.0
2025-03-21 22:50:32,🔥 Nintendo Switch OLED 64GB WHITE Joy Cons Newest Game Console + 2 Day SHIP! 🔥,269.99,369.99,Shipping info unavailable,https://www.ebay.com/itm/194991515485?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449,27.03
2025-03-21 22:50:33,Apple iPhone 13 Pro 128GB Unlocked - Excellent,357.95,357.95,Shipping info unavailable,https://www.ebay.com/itm/403999454004?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014468,0.0
2025-03-21 22:50:33,Apple iPhone 14 Pro 128GB Unlocked - Excellent,446.95,446.95,Shipping info unavailable,https://www.ebay.com/itm/405469724990?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014468,0.0
2025-03-21 22:50:33,Apple iPhone 13 128GB Unlocked - Excellent,286.95,286.95,Shipping info unavailable,https://www.ebay.com/itm/404240045218?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014468,0.0
2025-03-21 22:50:33,Apple iPhone 13 128GB Unlocked - Excellent,301.99,301.99,Shipping info unavailable,https://www.ebay.com/itm/256350256024?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014468,0.0
2025-03-21 22:50:33,,,,Shipping info unavailable,https://www.ebay.com/globaldeals/tech/cell-phones/all,0.0
2025-03-21 22:50:34,"Lenovo LOQ 15.6"" FHD 144Hz Gaming Laptop i5-12450HX 12GB RAM 512GB SSD RTX 3050",599.99,880.99,Shipping info unavailable,https://www.ebay.com/itm/126480962681?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014452,31.9
2025-03-21 22:50:34,"Lenovo LOQ-E 15.6"" FHD 144Hz Gaming Laptop i5-12450HX 8GB RAM 512GB SSD RTX 2050",499.99,699.99,Shipping info unavailable,https://www.ebay.com/itm/126754097392?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014452,28.57
2025-03-21 22:50:34,"Lenovo ThinkPad T490s 14"" TOUCH FHD i7-8565U 16GB NEW 512 SSD Win 11 pro laptop",299.99,299.99,Shipping info unavailable,https://www.ebay.com/itm/224833789923?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014452,0.0
2025-03-21 22:50:34,MacBook Air 15-inch 2024 M3 / 16GB RAM / 512GB SSD / 10-Core GPU / Midnight,1099.0,1099.0,Shipping info unavailable,https://www.ebay.com/itm/256520205430?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014452,0.0
2025-03-21 22:50:35,,,,Shipping info unavailable,https://www.ebay.com/globaldeals/tech/laptops-netbooks/all,0.0
2025-03-21 22:50:35,Celestron 93973 SkyQ Link 2 Wi-Fi Module (Black),109.99,169.95,Shipping info unavailable,https://www.ebay.com/itm/374232972694?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014464,35.28
2025-03-21 22:50:35,50-in-1 + Waterproof Case for Gopro Hero 12 11 10 Action Camera Accessory Kit,39.99,39.99,Shipping info unavailable,https://www.ebay.com/itm/116174595662?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014464,0.0
2025-03-21 22:50:35,"DJI Osmo Mobile SE Gimbal, 3-Axis, Portable , Foldable, Android , iPhone Gimbal",69.0,69.0,Shipping info unavailable,https://www.ebay.com/itm/305001613153?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014464,0.0
2025-03-21 22:50:36,AOCHUAN Smart XE 3-Axis Smartphone Gimbal Stabilizer for iPhone Android Phones,49.0,49.0,Shipping info unavailable,https://www.ebay.com/itm/405047322473?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014464,0.0
2025-03-21 22:50:36,,,,Shipping info unavailable,https://www.ebay.com/globaldeals/tech/cameras-photo/all,0.0
2025-03-21 22:50:36,BenQ TK860i 3300lm Smart Home Theater Projector 4K HDR Streaming 2D Keystone,919.0,1379.99,Shipping info unavailable,https://www.ebay.com/itm/375807945618?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014481,33.41
2025-03-21 22:50:36,"Bose Solo Soundbar 2 Home Theater, Certified Refurbished",149.0,199.0,Shipping info unavailable,https://www.ebay.com/itm/167031735841?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014481,25.13
2025-03-21 22:50:36,"2023-2024 , Amazon Fire TV Stick 3rd Gen w/Alexa includes TV controls. New*",33.88,33.88,Shipping info unavailable,https://www.ebay.com/itm/315040720206?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014481,0.0
2025-03-21 22:50:37,Onn. Google TV 4K Streaming 4K UHD Resolution 2023 Brand New,26.0,26.0,Shipping info unavailable,https://www.ebay.com/itm/225931956556?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014481,0.0
2025-03-21 22:50:37,,,,Shipping info unavailable,https://www.ebay.com/globaldeals/tech/tv-video-home-audio/all,0.0
2025-03-21 22:50:37,"2020 Apple iPad 8 10.2"" Display 32GB WiFi Only MYL92LL/A Space Gray - Very Good",143.99,329.0,Shipping info unavailable,https://www.ebay.com/itm/354233898171?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014454,56.23
2025-03-21 22:50:37,"Samsung Galaxy Tab S8 Ultra 14.6"" 128GB X900 Wifi Only No S-Pen - Excellent",390.0,899.99,Shipping info unavailable,https://www.ebay.com/itm/256402595266?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014454,56.67
2025-03-21 22:50:38,"Samsung Galaxy Tab S8 Ultra 14.6"" 128GB X900 Wifi Only - Excellent",437.0,899.99,Shipping info unavailable,https://www.ebay.com/itm/256728624782?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014454,51.44
2025-03-21 22:50:38,"Samsung Galaxy Tab S9 FE 5G SM-X518U AT&T Unlocked (Any Carrier) 10.9"" 128GB",274.99,500.0,Shipping info unavailable,https://www.ebay.com/itm/204770375443?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014454,45.0
2025-03-21 22:50:38,,,,Shipping info unavailable,https://www.ebay.com/globaldeals/tech/ipads-tablets-ereaders/all,0.0
2025-03-21 22:50:39,Nintendo new 3DS LL XL Console only Various colors Used RANK A/B Region free,234.99,234.99,Shipping info unavailable,https://www.ebay.com/itm/392605432382?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014470,0.0
2025-03-21 22:50:39,Nintendo Switch Console HAC-001 w/ Joy Con + Dock + Charger +HDMI 1 Day Ship,199.99,199.99,Shipping info unavailable,https://www.ebay.com/itm/276455280375?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014470,0.0
2025-03-21 22:50:39,PS Vita PCH-2000 Sony Playstation Accessory complete Console Used (Excellent),174.99,174.99,Shipping info unavailable,https://www.ebay.com/itm/394111931672?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014470,0.0
2025-03-21 22:50:40,RULE OF ROSE ENG PS2 PAL UK BRAND NEW SEALED 505 GAMES QUALITY CECK CONTROL,260.22,260.22,Shipping info unavailable,https://www.ebay.com/itm/256673834870?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014470,0.0
2025-03-21 22:50:40,,,,Shipping info unavailable,https://www.ebay.com/globaldeals/tech/video-games-consoles/all,0.0
2025-03-21 22:50:40,Pivo Pod Silver with Remote and Travel Case - Fast Auto Tracking Phone Silver,49.99,49.99,Shipping info unavailable,https://www.ebay.com/itm/334638953359?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014474,0.0
2025-03-21 22:50:40,"Genuine Apple Leather MagSafe Card Wallet for iPhone 12, 13, 14 & 15 - Midnight",61.61,76.54,Shipping info unavailable,https://www.ebay.com/itm/166944987243?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014474,19.51
2025-03-21 22:50:41,ORIGINAL BATTERY SAMSUNG EB-BN980ABY GALAXY NOTE 20 5G SM-N980F/DS SM-N981U OEM,28.09,28.09,Shipping info unavailable,https://www.ebay.com/itm/135102614669?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014474,0.0
2025-03-21 22:50:41,Genuine / Official Apple iPhone 13 Silicone MagSafe Case / Cover - Blue Jay,44.09,63.57,Shipping info unavailable,https://www.ebay.com/itm/374184094391?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014474,30.64
2025-03-21 22:50:41,,,,Shipping info unavailable,https://www.ebay.com/globaldeals/tech/phone-cases-accessories/all,0.0
2025-03-21 22:50:42,Taramps DS 4000x4 2 Ohms Amplifier 4 Channels 4000W RMS - by Taramps,340.0,340.0,Shipping info unavailable,https://www.ebay.com/itm/356206361583?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014450,0.0
2025-03-21 22:50:42,Taramps DS 2000x4 2 Ohms 2000 Watts RMS 4-Channel 500x4 Watts RMS Class D,217.99,217.99,Shipping info unavailable,https://www.ebay.com/itm/354493911383?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014450,0.0
2025-03-21 22:50:42,WOLFBOX G840S 12”Mirror Dash Cam 4K Rear View Mirror Dash Camera Front and Rear,64.99,104.99,Shipping info unavailable,https://www.ebay.com/itm/225914453447?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014450,38.1
2025-03-21 22:50:42,REDTIGER Dash Cam 4K Front and Rear Dash Camera WiFi GPS with Free 64GB SD Card,89.99,149.99,Shipping info unavailable,https://www.ebay.com/itm/285320367972?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014450,40.0
2025-03-21 22:50:43,,,,Shipping info unavailable,https://www.ebay.com/globaldeals/tech/vehicle-electronics-gps/all,0.0
2025-03-21 22:50:43,"Seagate IronWolf 12TB 7200RPM SATA 6Gb/s 256MB 3.5"" NAS Hard Drive ST12000VN0007",133.99,133.99,Shipping info unavailable,https://www.ebay.com/itm/166672350380?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014456,0.0
2025-03-21 22:50:43,"Seagate IronWolf Pro 10TB 7200RPM SATA 6Gb/s 256MB 3.5"" NAS HDD - ST10000NE0004",128.99,128.99,Shipping info unavailable,https://www.ebay.com/itm/167272951826?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014456,0.0
2025-03-21 22:50:43,"Seagate Exos 28TB 7.2K RPM SATA 6Gb/s 3.5"" Enterprise HDD - ST28000NM000C",334.99,334.99,Shipping info unavailable,https://www.ebay.com/itm/296879436001?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014456,0.0
2025-03-21 22:50:44,MSI SPATIUM Series M482 M.2 2280 2TB PCI-Express 4.0 x4 Internal Solid State Dri,152.99,152.99,Shipping info unavailable,https://www.ebay.com/itm/386842541654?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014456,0.0
2025-03-21 22:50:44,,,,Shipping info unavailable,https://www.ebay.com/globaldeals/tech/memory-drives-storage/all,0.0
2025-03-21 22:50:44,"HP OfficeJet 250 Mobile All-in-One Printer | Mobile Print, Scan, Copy | CZ992A",389.99,489.99,Shipping info unavailable,https://www.ebay.com/itm/155769674699?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014472,20.41
2025-03-21 22:50:44,New Zebra ZD421 Direct Thermal Desktop Label Printer 203 dpi No Ribbon Required,299.0,499.0,Shipping info unavailable,https://www.ebay.com/itm/116462122244?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014472,40.08
2025-03-21 22:50:45,New Zebra ZD421 ZD4AH42-D01E00EZ Direct Thermal Label Healthcare Printer 203 dpi,399.0,669.0,Shipping info unavailable,https://www.ebay.com/itm/116415636410?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014472,40.36
2025-03-21 22:50:45,50Y0096 POS Thermal Printer Print Head for IBM SureMark 4610-1NR 4610-1ND 203dpi,25.28,25.28,Shipping info unavailable,https://www.ebay.com/itm/133777216696?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014472,0.0
2025-03-21 22:50:45,Original Druckkopf HP DesignJet 110 500 510 800 815 PS / Nr. 11 C4810A -C4813A,194.16,194.16,Shipping info unavailable,https://www.ebay.com/itm/356127740145?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014472,0.0
